model_id,model_label,model_tier,sample_index,question,ground_truth,answer,response_time_s,input_tokens,output_tokens,cost_usd,faithfulness,answer_relevancy,context_precision,context_recall,human_eval_sample,human_score,human_notes
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,74,What is the topic of the readings assigned for WEEK3?,Syntax Analysis and Information Extraction,"The topic of the readings assigned for WEEK 3 is Syntax Analysis and Information Extraction, which includes analyzing sentences, grammar and languages, representing syntax, part of speech tagging, constituency and dependency parsing, and entity and relationship extraction [source_file p.3].",3.13,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,75,What are the two broad categories that parts of speech fall into?,closed class and open class,Parts of speech fall into two broad categories: closed class and open class [source_file p.391].,9.91,0,0,0.0,1.0,1.0,1.0,0.9,True,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,76,What is the property of vectors in a system all tending to point in the same direction called?,anisotropy,I don't know based on the provided materials.,2.87,0,0,0.0,0.0,0.0,1.0,0.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,77,What is the phone number for the Counseling and Mental Health Center (CMHC)?,512-471-3515,The phone number for the Counseling and Mental Health Center (CMHC) is 512-471-3515 [source_file p.11].,7.72,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,78,What should you deliver as early as possible in the semester?,Your Accommodation Letter,"If you are a student with a disability and need accommodations, you should deliver your Accommodation Letter to the instructor as early as possible in the semester to discuss your approved accommodations and needs in the course [source_file p. 4].",1.63,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,79,What is the term for a language that is characterized by the structure where the verb typically precedes the object?,verb-framed,"The term for a language that is characterized by the structure where the verb typically precedes the object is ""VSO language"" (Verb-Subject-Object) [source_file p.269].",7.3,0,0,0.0,0.0,0.8,0.0,0.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,80,What is the page number for 'affricate sound'?,315,I don't know based on the provided materials.,2.43,0,0,0.0,0.0,0.0,1.0,0.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,81,What is one alternative method to instruction-tuning an LLM mentioned in the text?,"Doing this via test-time compute, prompting the LLM to answer the question and simultaneously to generate reflections on which passages were useful.","One alternative method to instruction-tuning an LLM mentioned in the text is preference alignment, which can be implemented through techniques like Reinforcement Learning from Human Feedback (RLHF) or Direct Preference Optimization (DPO) [source_file p.227].",4.38,0,0,0.0,0.0,0.0,0.5,0.0,True,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,82,What is the space between the two folds of muscle in the larynx called?,glottis,The space between the two folds of muscle in the larynx is called the glottis [source_file p.321].,1.98,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,83,What is the output of the statement 'a' + 'ab' in Python 3?,B,I don't know based on the provided materials.,3.54,0,0,0.0,0.0,0.0,0.0,0.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,84,What is emphasized as crucial for success in the NLP course?,"Success in the NLP course is a result of concerted efforts, including prioritizing transparency, understanding in-class quizzes, embracing deliberate practice for programming, and iterating on presentations.","The following points are emphasized as crucial for success in the NLP course:

1. Achieving higher attendance, aiming for 100% to maximize exposure and engagement during lectures and practical exercises.
2. Submitting practicums and assignments promptly, recognizing that minor errors can be overlooked while focusing on continuous improvement.
3. Prioritizing transparency by appropriately citing tools, resources, and data sources.
4. Approaching in-class quizzes with a clear understanding and well-organized thoughts.
5. Embracing deliberate practice to strengthen programming skills if challenges arise.
6. Embracing iteration in preparing presentations to ensure impactful demonstrations and comprehensive analyses [source_file p.10].",13.39,0,0,0.0,0.7,0.8,0.8,0.7,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,85,What role might shallow semantics play in machine translation?,Shallow semantics might act as a useful intermediate language in machine translation.,I don't know based on the provided materials.,1.14,0,0,0.0,1.0,0.0,0.5,0.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,86,What should you do if you must miss a class to observe a religious holy day?,You will be given an opportunity to complete the missed work within a reasonable time after the absence.,"You must notify the instructor of your pending absence as far in advance as possible of the date of observance of the religious holy day. If you miss a class, examination, work assignment, or project due to this observance, you will be given an opportunity to complete the missed work within a reasonable time after the absence [source_file p.11].",7.98,0,0,0.0,0.9,1.0,0.8,0.9,True,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,87,What is the formula for precision as defined in the text?,Precision = |R| / |T|,"The formula for precision as defined in the text is:

Precision = |R| / |T|

where |R| is the number of relevant documents returned by the system, and |T| is the total number of documents returned [source_file p.252].",1.78,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,88,What is one reason for tokenizing the input in NLP?,Converting an input to a deterministic fixed set of units means that different algorithms and systems can agree on simple questions.,"One reason for tokenizing the input in NLP is to convert an input to a deterministic fixed set of units, which allows different algorithms and systems to agree on simple questions, such as how long the text is or whether certain phrases are one token or two [source_file p. 21].",1.89,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,89,What is the focus of WEEK 2 in the course schedule?,Lexical Analytics: Analyzing Words,"WEEK 2 focuses on Lexical Analytics: Analyzing Words, covering topics such as morphology and morphological diversities across languages, representing words, featurizing words, word-vectors, and distributional semantics. There is also a lab session on processing and cleaning textual data, text normalization, and morphological analysis, along with readings related to these topics [source_file p.6].",6.36,0,0,0.0,0.6,1.0,0.5,0.5,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,90,What potential risk is associated with large language models leaking information from their training data?,"An adversary can extract training-data text from a language model, such as a person’s name, phone number, and address.","The potential risk associated with large language models leaking information from their training data is that an adversary can extract sensitive personal information, such as a person’s name, phone number, and address. This is particularly problematic when the models are trained on extremely sensitive private datasets, such as electronic health records, which could lead to serious privacy violations [source_file p.176].",6.53,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,91,What are the four major classes of speech acts according to Bach and Harnish (1979)?,"Constatives, Directives, Commissives, Acknowledgments","The four major classes of speech acts according to Bach and Harnish (1979) are:

1. Constatives: committing the speaker to something’s being the case (e.g., answering, claiming, confirming, denying, disagreeing, stating).
2. Directives: attempts by the speaker to get the addressee to do something (e.g., advising, asking, forbidding, inviting, ordering, requesting).
3. Commissives: committing the speaker to some future course of action (e.g., promising, planning, vowing, betting, opposing).
4. Acknowledgments: expressing the speaker’s attitude regarding the hearer with respect to some social action (e.g., apologizing, greeting, thanking, accepting an acknowledgment) [source_file p. 585].",8.89,0,0,0.0,0.9,1.0,1.0,0.9,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,92,What is the title of the optional reading related to Latent Dirichlet Allocation?,Latent dirichlet allocation.,"The title of the optional reading related to Latent Dirichlet Allocation is ""A Beginner’s Guide to Latent Dirichlet Allocation (LDA)"" [source_file p. 4].",1.72,0,0,0.0,0.0,0.5,0.5,0.5,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,93,What are some common restrictions placed on dependency structures according to the text?,"The structures must be connected, have a designated root node, and be acyclic or planar.","Some common restrictions placed on dependency structures include that the structures must be connected, have a designated root node, and be acyclic or planar [source_file p.441].",2.2,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,94,What has the Title IX office developed to respond to a survivor?,Supportive ways to respond to a survivor.,The Title IX office has developed supportive ways to respond to a survivor and compiled campus resources to support survivors [source_file p.12].,7.87,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,95,What is the modern sense of the word 'broadcast' derived from?,The modern 'transmission' sense of broadcast is derived from its original sense of sowing seeds.,"The modern sense of the word 'broadcast' is derived from its original sense of ""sowing seeds,"" which shifted to refer to ""transmitting signals"" with the rise of television and radio [source_file p.122].",6.58,0,0,0.0,1.0,1.0,1.0,0.8,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,96,What are the two commonly used models of coherence relations mentioned in the text?,Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB).,The two commonly used models of coherence relations mentioned in the text are Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB) [source_file p.561].,4.32,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o-mini,GPT-4o Mini  (fast / cheap),low,97,What are the titles of the two books mentioned in the text chunk?,Natural Language Processing and Foundations of statistical natural language processing.,"The two books mentioned in the text chunk are:

1. ""Speech and Language Processing"" by Dan Jurafsky and James H. Martin.
2. ""Foundations of Statistical Natural Language Processing"" by Manning, C., & Schutze, H. [source_syllabus.pdf p. 13]",1.88,0,0,0.0,0.8,1.0,1.0,0.9,False,,
gpt-4o,GPT-4o  (balanced),mid,0,What is the semester and year for the course INF 385T?,Fall 2025,The semester and year for the course INF 385T is Fall 2025 [source_file p.1].,4.69,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,1,What is the purpose of the assignments mentioned in the text?,"The assignments are intended to bring conceptual clarity, stimulate computational thinking, and emulate practical NLP implementation scenarios.","The purpose of the assignments mentioned in the text is to bring conceptual clarity, stimulate computational thinking, and emulate practical NLP implementation scenarios. Additionally, students are encouraged to reuse the code from the coding assignments in their course projects [source_file p.4].",3.28,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,2,"In the provided example, where is the verb located in the English sentence?",In the middle of the sentence.,I don't know based on the provided materials.,6.92,0,0,0.0,0.0,0.0,0.8,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,3,What is the maximum number of questions that will be on the in-class quiz?,5,The maximum number of questions that will be on the in-class quiz is 5 questions [source_file p.4].,1.99,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,4,What is the purpose of vector semantics as described in the text?,The purpose of vector semantics is to represent a word as a point in a multidimensional semantic space derived from the distributions of word neighbors.,"The purpose of vector semantics, as described in the text, is to represent a word as a point in a multidimensional semantic space derived from the distributions of word neighbors. This representation helps model various aspects of word meaning and allows for the computation of word and document similarities through functions of the dot product between vectors, with cosine similarity being a popular metric for this purpose [source_file p. 108].",1.94,0,0,0.0,0.8,0.9,0.7,0.6,True,,
gpt-4o,GPT-4o  (balanced),mid,5,What notable aspect of Orson Welles' movie Citizen Kane is highlighted in the text?,Its structure.,"The notable aspect of Orson Welles' movie Citizen Kane highlighted in the text is its groundbreaking structure, which does not proceed in chronological order through the life of the main character, Charles Foster Kane. Instead, the film begins with Kane's death and is structured around flashbacks, showcasing the infinite possibilities and impact of different kinds of coherent narrative structures in 20th-century cinematography [source_file p.559].",6.06,0,0,0.0,0.8,1.0,0.9,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,6,"What do the words 'hen', 'rooster', and 'chick' have in common?",They all describe chickens.,I don't know based on the provided materials.,1.06,0,0,0.0,0.0,0.0,1.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,7,What is one method mentioned for improving the retrieval of relevant passages in RAG architectures?,Adding a reranker that reranks or reorders passages after they are retrieved.,One method mentioned for improving the retrieval of relevant passages in RAG architectures is the use of a reranker that reranks or reorders passages after they are retrieved to focus on the most relevant ones [source_file p.260].,3.01,0,0,0.0,1.0,1.0,1.0,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,8,What email address should someone contact for support without making an official report to the university?,advocate@austin.utexas.edu,Someone should contact advocate@austin.utexas.edu for support without making an official report to the university [source_file p.12].,4.53,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,9,What does the term 'polysemy' refer to in the context of this chunk?,Any kind of sense ambiguity.,"In the context provided, the term 'polysemy' refers to the phenomenon where a word has multiple senses or meanings. It is used to describe any kind of sense ambiguity, and the text also distinguishes 'structured polysemy' as cases where the different senses are related in some structured way, while 'homonymy' refers to sense ambiguities with no relation between the senses [source_file p. 216].",3.36,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,10,What type of system is ELIZA described as in the text?,An early natural language processing system.,"ELIZA is described as a system that works by having a series or cascade of regex substitutions that match and change parts of the input lines, making it seem to refer correctly to the user when it repeats back part of the user utterance [source_file p.33].",3.07,0,0,0.0,0.0,0.5,0.5,0.5,False,,
gpt-4o,GPT-4o  (balanced),mid,11,What are the main topics covered in WEEK10 of the course?,"Prompt based Large Language Models, Transfer learning and reinforcement learning as the basis of LLMs, RLHF, LLMs and applications.","In WEEK 10 of the course, the main topics covered include ""Prompt based Large Language Models,"" ""Transfer learning and reinforcement learning as the basis of LLMs,"" ""RLHF,"" ""LLMs and applications,"" and the lab focuses on ""Prompting and prompt-chaining of open sourced LLMs for different NLP tasks"" [source_file p.9].",5.01,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,12,What type of algorithm does learning in CRFs rely on?,supervised learning algorithms,"Learning in CRFs relies on supervised learning algorithms, specifically using stochastic gradient descent to train the weights to maximize the log-likelihood of the training corpus [source_file p. 409].",8.4,0,0,0.0,0.7,0.9,0.6,0.5,False,,
gpt-4o,GPT-4o  (balanced),mid,13,What is one of the main topics covered in Week 1 practicum?,Processing and cleaning textual data,"One of the main topics covered in Week 1 practicum is Python Basics and File, String and Document Processing, including Regular Expressions and Frequency Analysis and Visualization of text Data [source_file p.4].",9.13,0,0,0.0,0.0,0.0,0.5,0.0,True,,
gpt-4o,GPT-4o  (balanced),mid,14,What method is used in LSA to find the most important dimensions of a dataset?,Singular Value Decomposition (SVD),The method used in LSA to find the most important dimensions of a dataset is Singular Value Decomposition (SVD) [source_file p. 126].,10.68,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,15,What is the consequence for unauthorized sharing of course materials?,Failure to adhere to this policy may result in the initiation of legal actions.,"Unauthorized sharing or distribution of lecture notes, slides, or examination questions is strictly prohibited without prior permission from the instructors. Failure to adhere to this policy may result in the initiation of legal actions, and violations could lead to student misconduct proceedings [source_file p.11].",6.11,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,16,What does UT Austin commit to regarding discrimination?,UT Austin is committed to fostering a learning and working environment free from discrimination in all its forms.,"UT Austin is committed to fostering a learning and working environment free from discrimination in all its forms, as outlined by Title IX, which protects against sex and gender-based discrimination, sexual harassment, sexual assault, unprofessional or inappropriate conduct of a sexual nature, dating/domestic violence, and stalking at federally funded educational institutions [source_file p.12].",5.29,0,0,0.0,0.8,1.0,1.0,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,17,What was the primary focus of traditional European grammar as described in the text?,Traditional European grammar defined relations between words rather than constituents.,"The primary focus of traditional European grammar, as described in the text, was on defining relations between words rather than constituents. European syntacticians retained an emphasis on dependency grammars, which is a different approach compared to constituency grammar [source_file p. 436].",5.39,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,18,What are the three metrics that the CoNLL coreference competitions are scored based on?,"MUC, CEAF-e, and B3","The CoNLL coreference competitions are scored based on the average of the MUC, CEAF-e, and B3 metrics [source_file p.553].",2.9,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,19,What does each boldfaced cell in the alignment path represent?,An alignment of a pair of letters in the two strings.,Each boldfaced cell in the alignment path represents an alignment of a pair of letters in the two strings being compared [source_file p.42].,5.42,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,20,What is the role of the autoregressive (AR) transformer in the two-stage language modeling approach for V ALL-E?,The autoregressive (AR) transformer generates all the codes for the first quantizer from left to right.,"The autoregressive (AR) transformer in the two-stage language modeling approach for V ALL-E generates the sequence of the first code for each frame in an autoregressive manner, conditioned on the input text and the enrolled audio. It produces the first-quantizer codes for the entire output sequence, which are crucial for the final speech synthesis. This model contributes to better speech quality by ensuring that the generated speech matches the enrolled recording's rate, accommodating variations in speaking speeds among different speakers [source_file p.382].",6.94,0,0,0.0,0.7,0.9,0.6,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,21,What corpus is VALL-E trained with?,Libriheavy corpus,"VALL-E is trained with the Libriheavy corpus, which is a labeled version of the Librilight corpus consisting of 50,000 hours of English speech derived from open-source audiobooks with over 7,000 unique speakers [source_file p.374].",5.0,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,22,What action may be taken if there are inconsistencies between a student's explanations and submitted solutions?,Instigate misconduct proceedings against the concerned student.,"If there are inconsistencies between a student's explanations and submitted solutions, the instructor reserves the right to instigate misconduct proceedings against the concerned student [source_file p.2].",1.59,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,23,What is the maximum duration of the examination mentioned in the text?,2 hours,The maximum duration of the examination mentioned in the text is no longer than 2 hours [source_file p. 4].,6.22,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,24,What is a computation graph?,"A computation graph is a representation of the process of computing a mathematical expression, in which the computation is broken down into separate operations, each of which is modeled as a node in a graph.","A computation graph is a representation of the process of computing a mathematical expression, where the computation is broken down into separate operations, each modeled as a node in a graph. It shows how outputs from each operation serve as inputs to the next, allowing for the computation of the value of a function with given inputs and facilitating the calculation of derivatives needed for weight updates in neural networks [source_file p. 149].",4.81,0,0,0.0,0.9,1.0,1.0,0.8,False,,
gpt-4o,GPT-4o  (balanced),mid,25,What is the purpose of the project mentioned in the text?,To create a framework for dependency treebank annotation.,"The purpose of the project mentioned in the text is to promote effective planning, execution, and communication of an original NLP-centric product or research idea. The project involves various assignments related to project planning, gathering resources, experiment design and execution, and preparing a presentation, report, and demo [source_file p.5].",3.05,0,0,0.0,0.0,0.0,0.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,26,What is the page number for 'Evaluating Parsers'?,425,The page number for 'Evaluating Parsers' is 425 [source_file p.425].,2.53,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,27,What is the focus of WEEK11 in the lecture series?,Information Retrieval and Retrieval Augmented Generation,"The focus of WEEK 11 in the lecture series is on Information Retrieval and Retrieval Augmented Generation (RAG). The lecture covers RAG basics, Dense Passage Retrieval (DPR), and Knowledge-Enhanced Generation. The lab involves building an RAG pipeline with an Open Source LLM model [source_file p. 9].",7.54,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,28,What does the phrase 'Where' get assigned in terms of semantics in the TDAP project?,Place = ?,"In the TDAP project, the phrase 'Where' is assigned the semantics Place = ? [source_file p.4].",2.28,0,0,0.0,1.0,1.0,1.0,0.8,True,,
gpt-4o,GPT-4o  (balanced),mid,29,What devices are students required to bring to the course?,Students are required to bring their laptop computers.,"Students are required to bring their laptop computers, and it is device agnostic (PC and Mac preferable). They will also need to install Python, SQL, and Jupyter notebooks [source_file p.3].",3.26,0,0,0.0,1.0,1.0,1.0,0.9,True,,
gpt-4o,GPT-4o  (balanced),mid,30,Who authored the 2012 paper titled 'Introduction to “This is Watson”'?,D. A. Ferrucci,I don't know based on the provided materials.,5.15,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,31,What may happen if a student breaches the policy regarding the use of generative models for assignments?,Breaching this policy may result in the initiation of proceedings related to student misconduct.,"If a student breaches the policy regarding the use of generative models for assignments, it may result in the initiation of proceedings related to student misconduct. Additionally, there may be consequences such as failure in the course or dismissal from the University, as academic dishonesty harms the individual, all students, and the integrity of the University [source_file p.10].",2.16,0,0,0.0,0.5,0.9,0.8,0.6,True,,
gpt-4o,GPT-4o  (balanced),mid,32,What are the goals for the students by the end of the course related to multilingual textual data?,"Understand the process of garnering and pre-processing a large amount of multilingual textual data from various domains and sources, and characterize the processes to store, load, pre-process multilingual data and apply language processing operations such as normalization, tokenization, lemmatization, chunking and machine readable representation (vector) extraction.","By the end of the course, the goals for the students related to multilingual textual data are to:

1. Understand the process of garnering and pre-processing a large amount of multilingual textual data from various domains and sources.
2. Characterize the processes to store, load, pre-process multilingual data and apply language processing operations such as normalization, tokenization, lemmatization, chunking, and machine-readable representation (vector) extraction [source_file p.2].",2.78,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,33,What is one of the topics covered in WEEK7 of the Deep Learning for NLP-II course?,Language Models and Language Modeling objectives,"One of the topics covered in WEEK 7 of the Deep Learning for NLP-II course is ""Language Models and Language Modeling objectives"" [source_file p. 8].",2.76,0,0,0.0,1.0,1.0,1.0,0.75,False,,
gpt-4o,GPT-4o  (balanced),mid,34,What does the local coherence discriminator (LCD) compute?,The coherence of a text as the average of coherence scores between consecutive pairs of sentences.,"The local coherence discriminator (LCD) computes the coherence of a text as the average of coherence scores between consecutive pairs of sentences. It takes a sentence pair and returns a score, with higher scores indicating more coherent pairs. The model computes sentence embeddings for the pairs and concatenates four features of the pair to output the coherence score. It is trained to make this coherence score higher for real pairs than for negative pairs, which are constructed by sampling another sentence from the same document [source_file p.573].",7.55,0,0,0.0,0.8,1.0,0.7,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,35,What do connotation frames offer in relation to the Bechdel test?,New insights that complement and deviate from the well-known Bechdel test.,"Connotation frames offer new insights that complement and deviate from the well-known Bechdel test. They reveal that high-agency women are rare in modern films, highlighting the presence of deeply ingrained biases in social norms, even in films that may pass the Bechdel test [source_file p. 527].",8.03,0,0,0.0,1.0,1.0,1.0,1.0,True,,
gpt-4o,GPT-4o  (balanced),mid,36,What must Responsible Employees do when they receive information about Title IX related incidents?,"Responsible Employees must report any Title IX related incidents that are disclosed in writing, discussion, or one-on-one.","Responsible Employees must report any information regarding Title IX related incidents to the Title IX Office. This includes any disclosures made in writing, discussions, or one-on-one conversations. They are required to intervene to prevent harmful behavior, provide support and remedies to affected individuals, and investigate and discipline violations of relevant policies [source_file p.12].",1.86,0,0,0.0,0.6,0.9,0.8,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,37,What is the title of the book authored by Jurafsky and Manning in 2012?,Natural language processing,"The title of the book authored by Jurafsky and Manning in 2012 is ""Natural Language Processing"" [source_file p. 1].",11.47,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,38,What is a turn in a dialogue?,"A turn in a dialogue is a single contribution from one speaker to the dialogue, which can be a sentence, a single word, or multiple sentences.","A turn in a dialogue is a single contribution from one speaker to the dialogue, which can consist of a sentence, a single word, or multiple sentences. Each speaker takes turns in the conversation, similar to a game where one person speaks, then the other responds, and so on [source_file p. 574].",7.49,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,39,How many assignments will be given in the first half of the semester?,SIX assignments,SIX assignments will be given in the first half of the semester [source_file p.4].,3.99,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,40,What should a student do if they think they may have a disability and need accommodations?,Contact Services for Students with Disabilities (SSD) for assistance.,"If a student thinks they may have a disability and need accommodations, they should contact Services for Students with Disabilities (SSD). They should also deliver their Accommodation Letter to the instructor as early as possible in the semester to discuss their approved accommodations and needs in the course [source_file p.5].",1.84,0,0,0.0,0.8,1.0,0.9,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,41,What do preceding discourse connectors like 'therefore' and 'consequently' signal in an argument?,They signal a subsequent claim.,"Preceding discourse connectors like ""therefore"" and ""consequently"" signal a subsequent claim in an argument [source_file p. 576].",3.17,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,42,What is one of the learning objectives related to knowledge representation mentioned in the text?,Learn to extract information from unstructured text and represent them in the form of knowledge graphs.,"One of the learning objectives related to knowledge representation mentioned in the text is to ""learn to extract information from unstructured text and represent them in the form of knowledge graphs"" [source_syllabus.pdf p. 12].",4.67,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,43,What is the name of China's biggest city?,上海 (Shanghai),I don't know based on the provided materials.,2.75,0,0,0.0,0.0,0.0,0.8,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,44,What is the focus of WEEK 1 in the course outline?,Introduction to Natural Language Processing,"The focus of WEEK 1 in the course outline is an introduction to Natural Language Processing (NLP), which includes a course overview, syllabus discussion, an overview of applications and real-world examples, and the importance of text data in various industries. The lab session covers Python basics, file, string and document processing, regular expressions, frequency analysis, and visualization of text data [source_file p.5].",8.86,0,0,0.0,0.7,1.0,0.8,0.6,False,,
gpt-4o,GPT-4o  (balanced),mid,45,What is the purpose of the second stage of training in the model described in the text chunk?,"The purpose of the second stage of training is to take the representations produced by the model, cluster them into 500 clusters, and use those as the target for training to learn more accurate and fine-grained representations.","The purpose of the second stage of training in the model described is to take the representations produced by the model after the first stage of training, cluster them into 500 clusters, and use those as the target for training. This approach aims to help the model learn more accurate and fine-grained representations beyond the initial phonetic representations biased by the first stage's MFCC clusters [source_file p. 361].",5.48,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,46,What federal law protects against sex and gender-based discrimination?,Title IX,"Title IX is the federal law that protects against sex and gender-based discrimination, sexual harassment, sexual assault, unprofessional or inappropriate conduct of a sexual nature, dating/domestic violence, and stalking at federally funded educational institutions [source_file p.12].",10.8,0,0,0.0,0.8,1.0,0.8,0.7,False,,
gpt-4o,GPT-4o  (balanced),mid,47,What is the primary mode of instruction for the courses mentioned in the text?,"In person, with some exceptions depending on the state of the COVID-19 pandemic.","The primary mode of instruction for the courses mentioned in the text is in-person class meetings, with some exceptions depending on the state of the COVID-19 pandemic. If in-person meetings are not possible, classes will be held virtually via Zoom. The classes consist of a mixture of lectures and hands-on sessions [source_file p.2].",2.16,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,48,What type of attention is added in the transformer blocks of the decoder?,Cross-attention,The type of attention added in the transformer blocks of the decoder is called cross-attention. This attention layer allows the decoder to attend to the encoder's output representation while generating the target text [source_file p.356].,4.8,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,49,What is the maximum number of days a student can extend their submission using the grace policy?,Two days.,"A student can extend their submission by a maximum of two days for one assignment or by two one-day extensions for two different assignments, totaling a maximum of two days [source_file p.4].",2.6,0,0,0.0,1.0,1.0,1.0,1.0,False,,
gpt-4o,GPT-4o  (balanced),mid,50,Who are the authors of the paper titled 'Knowledge-free induction of inflectional morphologies'?,"Schone, P. and D. Jurafsky.",I don't know based on the provided materials.,2.68,0,0,0.0,0.0,0.0,1.0,0.0,False,,
gpt-4o,GPT-4o  (balanced),mid,51,What needs to be recognized in order to produce a timeline of events related to fare increases?,"Temporal expressions like Friday, Thursday or two days from now and times such as 3:30 P.M.","To produce a timeline of events related to fare increases, it is necessary to recognize temporal expressions such as specific dates or times, and to link these times to the events mentioned in the text. This involves detecting the events (e.g., fare increases) and normalizing the temporal expressions onto specific calendar dates or times [source_file p.463].",4.0,0,0,0.0,1.0,1.0,1.0,1.0,False,,
